id,class,comments
4029,0,when did i ever say youre not supposed to like other wrestlers you can like whoever the fuck you want ill just make fun of you a few ti ames about it and besides youre criteria for people you like is si ample too root for guys who are hardly featured and hate everyone that everyone likes lol and i dont even like punk so why would i care that other people should nngame set and match
4030,0,more jurk off material for apple fan boys those not living in moms basement could care less
4031,0,name callingone of the many techniques used by the disinformationalist who has no viable logical well reasoned comment
4032,0,could be a nice little gift for my husband for valentines day not long now
4033,0,whoever downvoted your analogy are fing idiots well spoken sir
4034,0,they knew he was old and could do nothingbully boy tactics
4035,0,i am the reason why people watch wwe people power
4036,0,penn is just a publicity whore after hurricane katrina hit new orleans he turned up with a boat to go and rescue people that hadnt evacuated he also had a full film crew in the boat with hi am one of the real first responders was heard to ask where are the  people you rescue going to sit
4037,1,obviously you are a deeply sad twisted and debauched indivudal whom if i were to meet i would take great pleasure in tearing the face clean offnnwhy dont you top yourself and o the world a favour no doubt after youve had one final masturbation anout jon venables you little maggot
4038,0,man tht tgirl is getting that big phat azz run threwi aint gohn lie id bust that big ass tooi done some trannys before and its fucking hot
4039,0,lindsey headed for another train wreck
4040,1,looks like the dipshat left the building  what a joke  go back to where you came from bob the slob
4041,0,fuck the kid lets get the narrator from bastion also he narrates the movie
4042,0,craig and jay both come off the dl friday well start playing better
4043,0,are you kidding me  jail  way out of line 
4044,0,and bolins all like fuck you mako ill break up you and asami 
4045,0,hi rachel jones black eiffel i am perfectly fine i miss you thank goodness i have your blog to read so i can at least admire you from afar i hope all is well with you and your beautiful family
4046,0,good outing from buch he has looked better lately
4047,0,deserving winner wonderful submission and wonderful shelter god bless the bullys 
4048,0,y vos ya te hacias cantandole como pedro infante
4049,0,i strongly recommend you end whatever is going on hes upsetting you and is holding you back from finding someone potentially great he is an ex and you dont owe hi am any of your ti ame good luck
4050,0,a sony troll thats something new how are you dude
4051,0,please spell my fucking name right
4052,1,morteza hosseini youre an idiot
4053,0,let me guess a spinoff with the kid named just some guy which would be a dramatic series about how much charlie sheen duckie and ashton fucked up his life because he had to do naked photo shoots with them
4054,1,go eat some ships and shut the fuck up you are nothing but a stupid
4055,0,is your guys is having u stand by
4056,0,just a puzzled query or perhaps i am just stirring the pot  given that the swirling membership is so knowing about oils essences creams and such what out there is going to be good for your rainbeausndo you really expect hi am to stay looking youthful and sexy forever without a little help because you can be sure he wont do it for hi amself lacking the backgroundnaside from hormone replacement testosterone cream 1 ml applied to skin daily what is your wm or asian m gonna need that doesnt leave hi am greasedupandshiny or smelling like frufru pissante faggotyass stuffnthink about it folks
4057,0,ive only been a fan since the a line elias arrnott and sykora
4058,0,nobjustryan jakesnake not when it comes to injury history
4059,0,jhd i told you so interesting selection of schools to say the least
4060,0,the reason most people are gay is because they are to ugly or stupid to find a mate of the opposite sex fundmentals of science the preservation of the species does not lend its self well to qweers and lezzies you are obomination before nature to bad your parents were not gay
4061,0,this is the very reason we here in nj need to vote out anyone supporting this bill liberals love to use this issue against conservatives and yet they voted it down in ca they use it politically but dislike it personally liberals are worse than the scum they suck up to thank goodness for christie 
4062,0,cover yout tits and their is no issue skank
4063,0,0 million americans are on food stamps jobs are flying overseas at breakneck pace we keep shooting ourselves in the foot as far as energy independence john corzine walks about free as americans who speak against the government are persons of interest to homeland security millions of undocumented people pour over the border and the official policy is not to prosecute them unless they kill americans or interfere with the cias hegemony over drug profits yet granny is forced to take off her diaper and humiliating scrutiny so that she can be with family to die with dignity too late  congress reaps the profits of insider trading while the system is gamed for the banking and corporations so they can offshore their booty tax free yet our leaders are behaving like grade school children sticking their tongues out at one another and we wonder why america is drowning in debt and beholden to foreign banking interests  we have the audacity to lecture greece yet our debt makes their liabilities look like penny candy keep voting for children people dont blame dc; look in that mirror
4064,0,nice live stylennhttp healhmednewscomnnoknn 
4065,0,that thing looks like sloth from the goonies should have scrapped it and made a new one and dear chrisitans your god did that to hi am so fuck hi am and fuck you
4066,0,jb thinking of you today and hoping you will be content in your new home never think your sacrifice goes unnoticed or forgotten proud of you dotty griffith
4067,0,yinzerinct  bgw you and her would have the greatest reality tv show of all ti ame i would watch you verbally abuse her all day and night
4068,0,they arent too thrilled about a guy who might get indicted for fraud and i ampeached if this congress turns around and becomes a little less fascist
4069,0,who fuck drew dat noh wait haha
4070,1,you cant see it because youre a clueless idiot show me how he is helping the middle class you stupid obama semen slurper
4071,0,lebron and wade doing work on the courtnnchris bosh sitting on the bench forever alone
4072,0,former msnbc host keith olbermann doubled his audience overnight when in 00 he delivered a series of pathological attacks on president bush in 00 the former sportscaster struck perhaps a personal best u01cyouu01re a fascist get them to print you a tshirt with u01fascistu01 on it you sir have no place in a government of the people by the people for the people the lot of you are the symbolic descendants of the despotic middle managers of some banana republic to whom u01freedomu01 is an ironic brand name a word you reach for when you want to get away with its oppositeu01d
4073,0,poor liberty rose i have watched her battle via her facebook group and the entire family are so brave  it was so wonderful when her tumour disappeared nn nnthe teacher is disgusting why would you make any year old clear up after an accident let alone a child who is disabled following a cancer battle shame on the teacher and on the school come to that nn nnwell done dawn carl keep fighting for your beautiful daughter  
4074,1,never ratifiednnget the fuck out of here and go back to your silo
4075,0,i am ashamed to have ever supported this piece of crap at one ti ame he seemed to have good actions for this state and this country but it all went down hill with the anger he held inside if something doesnt change soon we will see alot of this type of death because this country will go to war over the clai am of this land many will die and it wont be pretty but this country will be back in the hands of real americans obumbles must go and i blame hi am for this
4076,1,adamomars  dieofnv the very last thing i said was that you sound like an idiot because you just like mcshay dont do research the fact that you said that this is your main source of gaming news just proves your an idiot stop being tough on the internet
4077,1,papism how about popery arent you late for your klavern meeting sheets washed and starched eyelits cut in the white hood
4078,0,mehole hahahaha fucng class
4079,0,and i am reading now that his apology was a sarah palinesque apology no less clai aming that his detractors have found their gotcha moment by quoting this idiot verbati amsmh
4080,0,the day when the sharia or the book of leviticus becomes law you will be right for now we have laws made by man and these state that being gay is legal dont like it move to iran they say over there that there are no gays there
4081,0,no ass kicker yours 
4082,0,dont let the door hit you on the way out and i hope your ronald reagan blowups dolls to well in nepal 
4083,1,this website should have been named wwwhaterscentralcom because this website is full of people like you
4084,0,wait   they already are you little toad   theyre yours   the rapists the murderers the tax cheats you name it   theyre already yours 
4085,0,whats he going to say nope sorry next question then they would of criticized hi am for not answering a si ample question its loselose for hi am
4086,1,mane she stupid as fuck thinking everybody pose be nice to her fat out of shape ass they go hard at beyonce why would people not diss her fat ass
4087,0,according to the onthescene french newsman happened to be moving through the crowd  thats all it takes
4088,0, nni know this is a bitnofftopic but it seems a little slow around here and i was wondering if anyonenhad read any of this stuff about santorum s wife i m not positive that it sntrue yet but i haven t been able to prove it isn t so do your own research annnmail online nnnrevealed wife of prolife presidential candidate rick santorum hadnlove affair with abortion doctor 0 years her senior who delivered her asnbabynnn nnnthe wife of fiercelynprolife presidential hopeful rick santorum had a sixyear love affair with annabortion doctor 0 years her senior who incredibly delivered her as a babyn it has emerged karen santorum 1 who like her husband opposes abortionneven in cases of rape and doesnt believe in using birth control lived withnpittsburgh abortion pioneer dr thomas e allen for most of her 0s in the 10snnn
4089,1,and nobody partially gives a fuck about you or your garbage state
4090,1,and what are you going to do tough guy
4091,0,you do realize big 1 sec b1g or pac teams would have to lose 1 games for an acc team to make the ncg right
4092,0,take your meds
4093,0,my favorite part was show killing vince with a shot of air
4094,1,so in your perverted mind if someone posts something about obama that is discredited it is ok for you to post the unmitigated bullshit that you donnwhhhhhhhhaaaaaaaaaaaaaa ha ha ha
4095,0,to be fair to troyzan he didnt start alienating people until it was 100 clear that he was going home the next ti ame he didnt have i ammunity  thats when he started acting like a dick doing the whole this is my island shit when he won etc  before that he was working the social game just fine
4096,0,president romney  it has a nice ring to it  
4097,1,you are an idiot and doubt very seriously you have any proof to back such a ridiculous statement
4098,0,xxthebossxx which one theres nn 
4099,0,campy is sorta si amilar to compy which brings us to compsognathus a scavenger why i think ive gained an insight into the mind of glenn beck along the way in addition to getting a better handle on our good troll campy
4100,0,daddymention thanks man
4101,0,hispanics are a bunch of hotblooded people loud drunk murderous and always in  h e a t 
4102,1,you really are nothing but an ani amal arent younnhave a nice day i sincerely hope you manage to get some help for your anger issuesnnyou are obviously deeply disturbed and you have my sympathy
4103,1,i was just pointing out a fact as to why most sec fanbases are borderline crazy its all they have if that made you upset get fuvcked you whiny little bvitch
4104,0,lets prove your theory by having you chewed for a few seconds and see where you stand hopefully your jugular wont be touched
4105,0,you are really a great woman and mother god will continue to bless you and your family
4106,0,additional thoughts based on other peoples info nn1 i kind of agree with the being a smackdown star thought though eventually i think bryan should have a legit shot at the title maybe just blatantly move hi am to raw so he can and please dont mention tensai the guy is not ready to challenge punk for the title and hopefully never will benn ew big show even when i used to despise show for his booking i would never say ew seriously who says thatnn none of you guys really pointed out the fact that this is only falling in line for jericho he wont come back i ammediately he is touring with fozzy now and will be gone a lot of the summer the only one who is hurt is orton who we get to right afterwardsnn wait why are we talking about two newcomers getting their very first ppv match against the face of smackdown sandow and cesaro are not at a point that they should be wrestling against orton miz would be a good choice if he werent falling so far and so fast lately i stand by ziggler or judas idea of having orton be the special guest refereenn raw had at least the punkbryan segment also when you say there is no tag team division you seem to miss the fact that the division is in full rebuild right now everyone from the usos to darren young and titus oneil to hawkins and reks to the aw stable is stepping up and finding a place in fact the least fluid team right now might be the champions who still dont feel like a real tag team or a serious threat as far as smackdown vs i ampact i agreed with the guys on i ampact but you guys are someti ames underscoring smackdown which was very solid storywise and especially wrestlingwisenn yeah obvious the tna move was positive while the raw move is polarizingnn wow a lot of hogan lovers he made the show better best mic work of his career what hogan was great on the mic in the 0s and 0s he has not i amproved he has lost his wits and charisma for the most part laurinaitis plays his role to perfection and he brought about the great extreme rules ppv he is a long term storyline taking over the company one step at a ti ame hogan has not i amproved programming the creative team has just come up with a couple good ideas since hogan arrived sorry but at least laurinaitis doesnt have an easy replacementnn btw sean you arent ahead of me anymore i went for a perfect 0 at over the li amit putting me in clear first second i see some of your points and shelley could work i just think morgan has to be the choice now it could end up being wrong but shelley is a much less safe and much more long term choicenn i stick by what i said sting shouldnt be wrestling any more he doesnt have the skill or the presence he once had he is just a symbol being hopelessly dragged around by tna desperatelynn10 wait so no angle then then it will probably be sting if not people need to realize that roode has feuded with hardy already he has feuded with styles already basically that means it is someone fresh like austin aries or samoa joe or its anderson who has been built to it so i guess ill say i hope its anderson over sting but it will probably be sting
4107,1,no you f u c k head  
4108,1,you are really stupid
4109,0,let adults make their own decisions just as long as they are not directly hurting or endangering othersnnyour words nothing was put in your mouth other than the crap that came out of itnni am not sure any rider is expecting society to pick up the tab nnthats the point they dont bother to even consider that their choices have significant i ampacts on others those who demand complete freedom are completely selfishnnand for those who are also as blind as you rather than jumping on the first comment you saw i posted 0 previous comments often undermining either the facts or the logic of other libertine fools like yourself
4110,1,hahaha wtf jesus christ you retard dont embarrass yourself on the internet
4111,0,posted farther down in a responsefelt it was germane to what we are discussing a great deal of today nthe prince of this world john 1 1  is a master of false systems  he crafts entire schools of thought that can suck us in and destroy ushes behind false religions false philosophies false doctrine false morality and every system of that that cannot lead anyone to god  he has infiltrated governments economies educational institutions and anything that has influence in this world  the conclusion john came to is sobering  the whole world lies in the power of the evil one john 1 the invisible war chip ingram
4112,0,amen you are true blue as usual  gd bless you
4113,0,haha nice one drew d you got me p good game 
4114,1,aww its ok you too young for a tattoo haha having tattoos of your idols is not gay i have my dad and grandpa tattooed on me is that gay nope your a idiot and i ammature little bitch
4115,0,famous original lucas i i amagine spending a thousands of dollars on a product that people keep saying sucks is probably not that fun i am surprised he lasted this long also the name calling was way over the top ted can be tough to have a convo with because he often wanted to win at all costs but still i dunnowhatever
4116,0,she may you dont really know what she is going to do this was just this weekend after all hold your judgement off a little bit wont you
4117,0,jeremyziglar butchfries there is a waffle station godless libtard that is why 
4118,1,suck your own dick you assfuck you must die you gay cock sucker bullshit  
4119,0,and once the power is gone there is no more gas for cars  mean no emts  no hospitals   the store are closed   and yes berry is doing this   and all the ti ame zooming around in a jet  that leaves a carbon foot print we could never match  oh and moocle has a jet also  and fighter jets to protect her
4120,0,but rememberthis is the same guy whos logic said if we spend trillions of dollars we would subtract from the debtand if we divided wealth it would multiplyand if we mirandized terrorists we wouldnt have to be cruel and blow them up silently from the skies nnthe man is a psychopath 
4121,0,hodgson was obviously rattled by the uproar about ferdinand which is a nonsense really that he went and filled more than half the team with black players to prove that hes not a racist he definitely went over the top ashley cole joleon lescott defoe definitely yesn but oxladechamberlain and out of form walcott young didnt do much either nif youre going to manage a team block out all the noise from the outside ferdinand and get on with the job its either that or risk england going out in this preli aminary stage u01 and then the shyte will really hit the fan or rather the fans will hit you with shyte 
4122,0,yea arent you
4123,0,its the man in white get it right and he only goes to home games
4124,0,yes we can see you out there and every week you kill us just a little bit more dont you know how sensitive we arenplease clap were officially begging you now
4125,1,hahahahaha you cant handle the fact that i know youre a fraud
4126,0,its a sad state of affairs indeed
4127,1,so freaking busy so little ti ame so many fucking idiot sheeple  nni struggle to understand the depths that the zitclub has sunk to  its like a never ending sucking machine pulling them down down down further trapped in the maze of their own delusions  what  hands  shes devoted a post an entire post to the discussion of hands complete with blown up pictures and pie charts and hair follicles under the microscope  i do hope she realizes that she cant get a dna sample from a picture that kate posted on her twitter account
4128,0,no difference to them ford from the people who are kiwis purely by accident of birth never done a days work in their lives  never intend to or ever contributed to society even bigger bludgers
4129,0,avclubcd1cab0ffb10dcfa disqus i meant basically portraying it as cocaine enhanced super troopers voice
4130,1,conservative scum bag retort to any criticism of grifter queen bitch nnnwaaaaa   theyre reporting on stuff evil libruls  nnare you tina tampa you must be
4131,1,yea identify yourself dont be only big mouth here you absolutely dont know me but technically you can see my facebook id with name and profile pic on it or else you are too dumb to see it come on tv superstar of bullshit
4132,0,the co  founder from facebook  called savrin now a billionaire who parents come from  parents came here from brazil he renounced his citizenship from the usa to dodge taxes and is now a citizen of singapore
4133,0,rays lost picked up some ground on them
4134,0,the fact are right in front of all the libtards faces how long are they going to keep blaming bush for obama quadrupling our debt outrageous spending lavish vacations a seperate plane for their dog whenthey do go on vacations and just overall dumbness
4135,1,troll spearnany prospect of you learning to speak like anything except a petulant child no huhnnnhey mfcker get the fck off my dick you fuktwatcockbitchfag
4136,0,the heat outside hasnt been this bad since the finals
4137,0,kick ass ive never been pulled over by a guy dressed up in swat gear and i used to live in north hollywood
4138,0,and the winners are you are correct the lawyers 
4139,0,dont worry dismarv will rerelease some real versions later almost nullifying these purchase
4140,1,its shit i dont think my comment will get here but its not free and comes with lots of crap you dont need you m f
4141,0,romney would buy it to bankrupt it
4142,0,spurs in where you at tony
4143,0,look i never said he wasnt an athlete or that he was slow what i stated was that his numbers make it pretty clear that he is not a feature back if you think he can carry the ball 0 this season and be effective there is just no evidence to support it
4144,0,yeah she ought to give going after i s l a m a shotthey are much more fundamentalist rigid steeped in religious dogma and practices but then again they might blow up her car c o w a r d
4145,0,sounds like you just make it up as you go along  this a bunch of yahoos hell bent on a witch hunt not a cri aminal court nnreach down and way under grab and pull out your headthere now you are free 
4146,0,it will take a tough man to correct the nations problems not a milksop li ampwrist like mr obamabeing vetted and found out and recognized is a tough process and the toughest of the tough will gut it out and win the nomination    which is exactly the way i want to see itthe process is messyits called democracy  and the republican nominee put forward will blow past mr obama when the real election begins  
4147,0,she is as irrelevant as bush sarkozy and the other practioners and adherents of this conservative austerity bullshit  obama better get his finger up and learn which the wind is blowing because he is about half austere hi amself  this shit has had its day and people now know it was all a manufactured solution that was counterintuitive from the beginning and it was sold to frightened people by snake oil salespeople it is great to see that people all over the world are finally waking up and rejecting this shit once and for all; except for those ignorant followers of that fear monger extraordinaire wrong paulxaeu1 nnthe vons were educated idiots who fooled a lot of people from europe to america for a long ti ame  nnwhen this austrian school economic scourge is wiped from the face of the earth i will be a happy man  until then i will harass and condemn all who advocate worship it andor practice it  for far too many like wrong paulxaeu1 it is a religion fuck them 
4148,1,youre a di amwit
4149,0,wwe sucks nnwolifen fucks ummernweareincontrol
4150,1,bitch ass nigga we know you a coward you scared to put up a profile pic get the fuck out here 
4151,0,nice girl but whiteout is one of the worst films i have ever seen
4152,1,youre a complete idiot 
4153,0,yes they doand the price we pay is our childrens future
4154,0,you mean clacking back at hi am lol hes someone typing to you on a computer somewhere he as no relevance on your life nor in your life and you choose to let hi am i ampact you as if he does my action or non action rather comes from me knowing what i could do to somebody if i get mad and knowing that i cant do nothing about hi am because he has no bearing on my life  
4155,0,santorum is the medias sweetie pie obamas medias loving hi am cuz they know in a head to head wobamasantorum would be destroyedbadly  foxnews is loving santorum because they hate newtfoxnewsall of them yanked santorum up from last place where hed been for monthsbuilt rick up prior to iowa all we heared on foxnews was ogh rickhmm ricksomethin about rick fact is there was nobody left to make newt goneso for now santorums horrible record of huge earmarksvoted to raise debt li amit ti amesricks a well know wash politicianbluecollar regular guylolo take a closer look  rick has basically copied newts ideasbut rick lacks substancebigti ame  foxnews is gleaming with joy nownot cuz they love rickthey dont cuz the put rick in to get newt out strategy for now has workedthe media is speaking of newt in the past tensethey made this mistake twice in the last year  dont expect fox or any of the other nosey asspolitically obsessed reporters to expose rick santorum for what they know he really isa big problem if the nomineebig 
4156,0,hughes is a real dummy just proves that you need a brain to be a manager hence his success over the years
4157,0,desperate sad women
4158,0,and why do we need that when practically even the worst secrets get though
4159,0,how much does entitlement take up
4160,0,ill take your word for itnnjust out of dumbfounded curiosity one ti ame i took the figures for existing nuclear weapons and divided it by ti amenni found that at that ti ame there were enough nuclear weapons on earth to detonate one each second for thirteen hours and more i no longer remember the exact amount of ti ame nnwe had enough nuclear weapons to detonate one every second of every minute for over thirteen hoursnnit was about then that i became clear what insanity was
4161,0,alisterdognwhat a great show between this and fringe and several other shows this is just the best tv season evah and btw all yes all of these are available on hulu so even tho i worked last night and missed all of them i just finished watching every episode of every show i missed fuck i love the 1st century 
4162,0,you sound like you need a hug  
4163,1,hey buttfuckle when your wife is hip deep in the li ame light destroying republicans will she still have ti ame to vacuum your rug and wipe your bottom for younnwhat color will your nanny be
4164,1,last year youre saying we are bankrupt understand grammar
4165,1,shut up stupid you said that none of them donnthen you said the ones who do do so to troll westernersnnnow youre changing your story again youre truly an i ambecile
4166,0,dont pick on prophet just because he went all musli am recently
4167,0,why not  they used flame throwers in aliens
4168,0,i fuck my wife while playing fallout and fap to gran turismo 
4169,0,what size are you
4170,0,you know your history
4171,0,better if it were a 00 though
4172,1,youre the stuff of nightmares moron
4173,0,kick ass maybe because you have men and women of different ideological persuasions along with judicial philosophies who have shaped establishment clause jurisprudence for centuries expecting some consistency is like expecting the sun to rise in the west
4174,1,i fucked your white mom ggg you know that stands for german goo girls right some raunchy ass pornoi i actually think i saw you on it getting your black ass pissed on
4175,0,next pete hoekstras ad should star michelle malkin
4176,0,brewers  dodgersnnbraun  kempnnend of threadnn 
4177,0,they are only covering it because cbs has been for over six months  they cant look as if they ignored the story  cnns ratings are already bad enough
4178,0,hell do after the dressage nhe is really one of usnwho doesnt like dressage
4179,0,really  seriously  people thowin trash out on the road aint right  ya think  so you noble knights are going to do something about somethin that aint right  can ya think of oh anything else that aint right   mental and moral giantsnnfellas   when you hang around in your little groups and talk crazy you are missing out on normal feedback  then when you cli amb out from under your rock you forget that we can all see that you dont have the sense god gave a goat  please go back underground and stay there for everyones sake
4180,0,1 this is a sham to begin with because there is no law in existence which keeps homosexual people from spending their lives together in anyway they see fit this is a manufactured injustice in attempt to force people to call them normaln to answer your question directly once you blur the lines to make one group of people feel better about themselves  pretend that men marrying men or women marrying women is normal  then who is the next group waiting for their chance to blur the lines furthernnthe question really becomes why have any lines at all  what is marriage after allnthat is why a man leaves his father and mother and is united to his wife and they become one flesh  genesis nwhether you regard the bible as a moral authority it does show that the concept of marriage was between a man and a woman as far back as at least 000 years i think that makes it fairly well establishednnthere are a lot of people in the world who desire evil people who want to live their lives pursuing feeling good these people use drugs child molestation rape anything that makes them feel good for the moment  how is that different from homosexuality  this is something that is clearly not by design yet it makes you feel good so do you do whats right or do you do what makes you feel goodnin your pursuit of doing what makes you feel good rather than what is right you do it long enough and then you say that guilty feeling is because of other people and that you need to force them to change because after all its totally normal that you are doing what you are doing  rationalization nnyou may not believe in an ulti amate authority but what happens when you have helped convert the whole world to your way of thinking reduced any shred of morality to the lowest common denominator  when all of us are free to pursue whatever lust happens to pop into our hearts when we wake up in the morning  its already happening now really schools are pushing harder and harder for younger and younger kids to be instructed in every last detail of the most pornographic forms of sex desensitizing the nation  why
4181,0,i dont know why you lot are complaining about mr barroso of course he is unelected he is a communist commissar for gods sake they are appointed not elected by the people because thats not how the true democracy of the workers works  just work hard pay your taxes then give them to hi am through hmrc and the lib dems to spend as he sees fit dont worry communist commissars do not make mistakes he will spend your hard earned cash very carefully dont you know how lucky you are to have hi am and another thing also be thankful for that other commissar comrade rumpy pumpy and please dont describe hi am as a cross between et and a lettuce leaf otherwise its the gulag correction centre for you
4182,0,shows how difficult it is to come outna lot of gay people hate themselves because of how we treat one another and that suxnni think revolt today hates hi amself
4183,1,is your hat white with a point does it hide your face and i dont need to learn from you your mind is gone; sick
4184,0,swgadawg jenniferlesley jasonhairydawg hamm disneydawg he i ampressed me with his qb skills while running a wing t offense he has i ampressed everyone at camps since before he ever started a game he is in touch on twitter and obviously more personally with many uga recruits i think he is definitely all dawg and i cant blame hi am for feeling blessed to receive a scholarship offer from the reigning national champs as a junior in high school i am a huge uga fan and even i would be pretty proud of that 
4185,0,my 1st girlfriend in highschool was greeknshe had hair between her breastsnfreaked me outnhave never been the same sincennspeaking of greeks and freaked outnwhy is wall street so freaked out over greecena country covered in goat turdsnand men parading down the beach with their schlongs aswingingnnthe bottom linenteachers are always getting fucked by political promisesnand as a result of the total disrespectnthey are lashing out in all types of unusual behaviornnif you hear a politician in 01 throw around more bullshit on how hes going to make life better for teachersndo the teachers a favor dont vote for them
4186,1,you cant i amport from yourself  stupid
4187,0,gorgeous get off your high horse sun have a look around your office  including your page girls and find how many people you have without any cellulite
4188,0,flying squid publishermike we can hope it all depends on if he can pull the money together of course
4189,0,i dont like reacting to trolls but god absolutejoke is boring
4190,1,haha you dont own an iphone man your fucking poor
4191,0,u01cwith respect to the notion that i can just suspend deportations through executive order u01 thatu01s just not the case because there are laws on the books that congress has passed u01 and i know that everybody here at bell is studying hard so you know weu01ve got three branches of government congress passes the laws the executive branchu01s job is to enforce and i amplement the laws and then the judiciary has to interpret the laws there are enough laws on the books by congress that are very clear in terms of how we have to enforce our i ammigration system that for me to si amply through executive order ignore those congressional mandates would not conform with my appropriate role as presidentu01dbarack obama 011
4192,0,sigh just take my fucking money i guess
4193,0,more people were picking the rangers and angels than the tigers
4194,0,democrats are retiring this year enmass    have said they wont be seeking reelection with more expected to drop out later this year    must suck to be a democrat this year 
4195,0,warning lnnweather and clock is not working right now
4196,0,i was so delusional regarding cnn  i used to brag about how they are fair and only deal with truth in real issues and politics  but that just goes to show you that there is very very little integrity left anywhere in the country  cnn is just as biased as fox news is    cnn likes gayslesbianspedophiles and pornagraphy why do that like it because the entire staff including the president of cnn engage in these type lifestylesthat is why 
4197,0,i had my ti ame with mental cases  nnfourgo has  a rejection problem
4198,0,so sad lives wasted and for what what was the point of all this violence 
4199,0,you are wasting your breath bc argie is most likely a paid shill for aipac israel has an entire propaganda program called megaphone etc
4200,1,i see you are detalinging what happened in your family you forget the part where your father ate the ebst part of you off your mothers azz crack
4201,0,i know its a movie but someti ames its just annoying when i see bitches fawking shit up
4202,0,you think russians jews israelis are doing this
4203,0,flying squid so we turn our local police departments into para military units because a handful of cops didnt have m1s and went against some baddys with mini1s with the result of a handful being killed when was the last ti ame that happened next ti ame you get pulled over by a guy dressed up in swat gear i bet youll think twice its happened and its wrong
4204,1,dgyoure really an assholei hope you dont have children
4205,0,no one on here has ever been censoredever 
4206,0,nakuatuta ill take anything over i gota do a better job but i inserta a
4207,1,otherwise quit acting like an internet tough guy who lives in his moms basement
4208,0,from rogers v bellei 01 u s 1 1 11 a case involving statutory citizenship forfeiture discussing dual citizenshipdual allegiance nnthe congress has an appropriate concern with problems attendant on dual nationality savornan v united states u s 1 u s 00 10 ; n baryaacov dual nationality xi and  11 these problems are particularly acute when it is the father who is the childs alien parent and the father chooses to have his family reside in the country of his own nationality the child is reared at best in an atmosphere of divided loyalty we cannot say that a concern that the childs own pri amary allegiance is to the country of his birth and of his fathers allegiance is either misplaced or arbitrarynnthe duality also creates problems for the governments involved mr justice brennan recognized this when concurring in kennedy v mendozamartinez u s 1 u s 1 1 a case concerning nativeborn citizens he observed we have recognized the entanglements which may stem from dual allegiance  in a famous case mr justice douglas wrote of the problem of dual citizenship kawakita v united states u s 1 u s  1 he noted that o ne who has a dual nationality will be subject to clai ams from both nations clai ams which at ti ames may be competing or conflicting id at u s ; that one with dual nationality cannot turn that status into a fairweather citizenship id at u s ; and that c ircumstances may compel one who has a dual nationality to do acts which otherwise would not be compatible with the obligations of american citizenship ibidn   continuing 
4209,0,hmm i wonder why the justice department sent in observers for this election nnbtw who is charles mahtesian
4210,0,it say something about them coward ass copsyou cant arrest 1 man fucking pussies
4211,1,referred to them as f ing coons id say thats pretty racist you little slut
4212,0,is that what you say when one of your own family members dies
4213,0,i agree that parents are harming their kids with the sugar and processed food and factoryfarmed ani amal products they feed them however the usda has a long history of causing those problems not ending them i think this practice is foul and untrustworthy like all governmentpolicestate practices this country is adopting and yet yes parents need to wake up and step up their game if they want their kids to outlive themsince this is the first generation that isnt expected to and that is in large part due to diet and lifestyle two things parents have 100 control over so when i see parents get in an uproar over their right to feed their kids garbage because that lunch technically is not healthy  it is really sad and i feel sorry for the kids not trying to be an ass here but nobody likes the truth
4214,0,moby dick not a great movie name for todays society nalso who the fuck want to make a movie about a giant whale
4215,0,you are a little too caught up in all of this artificial bs world here  
4216,1,aww you poor little cowardly rednecknnstrong intelligent black woman scares younnit must be sad to live life as a right wing redneck cowardly pansy
4217,0,yes rush is correct  the mainstream media is obamas watchdog pure and si ample by the wayiin case you didnt know it  david brock is a former and disgruntled conservative who is acting out becasue he felt that conservatives rejected hi am due to his gay lifestyle that is exactly why he is vengefully attacking fox news and all conservatives nn cmedia matters is an arm of the democratic party; nothing more nothing less  
4218,0,you are too into yourself and way out in left field for me to try and reason with you your wages and pensions will be cut and you will have nothing to say about it
4219,0,davidhobbes i think you are confusing me with ows those seditious bastards want to completely abolish the constitution i just want our government to return to it not destroy itnn nn nn
4220,1,another loser comment  i am am honored that everyone gets to see what an ashole you really are  but i am sure your co workers at mcdonalds already knew that
4221,1,you are an azz mejon  
4222,0,is this another 0 thing senator kyle
4223,0,davis on working for mccain if you thought that celebrity ad was racist you should have seen the ad i wanted to make nn nnreminds me of the scene in spinal tap where record company execs shoot down the bands proposed cover for smell the glove and the bands manager tells the exec well you should have seen the cover they wanted to do it wasnt a glove i can assure you 
4224,0,okayhere comes the question that could really blow this thing up   given that wh never manifested anything that suggested that she had a drug problem before she met bobby brown and she did manifest thereafter to what degree could bb find hi amself culpable in cri aminal or civil court in the death of wh if the toxicology tests determine that drugs contributed ton her death
4225,0,i am quickly starting to loathe this guy first he gets caught with pot which isnt that serious to me but then he gets caught driving 100 mph while drunk what a piece of shit he could have very easily killed someone or an entire family throw the book at this idiot and make hi am learn dont let hi am play for at least games this season; his return contingent on good behavior coming from a lions fan
4226,1,loser maggot cant make any money because you have no talentnnlive in squalor like you deserve
4227,0,just uploaded episode on youtube nhope you enjoy nn object styleheight 0px; width 0pxparam namemovie valuehttp wwwyoutubecomvdqwwwgxcqversionfeatureplayer detailpageparam nameallowfullscreen valuetrueparam nameallowscriptaccess valuealwaysembed srchttp wwwyoutubecomvdqwwwgxcqversionfeatureplayer detailpage typeapplicationxshockwaveflash allowfullscreentrue allowscriptaccessalways width0 height0object
